whiskey,Match_1,Reco_1,Match_2,Reco_2,Match_3,Reco_3,Match_4,Reco_4,Match_5,Reco_5,Match_6,Reco_6,Match_7,Reco_7,Match_8,Reco_8,Match_9,Reco_9,Match_10,Reco_10,Match_11,Reco_11,Match_12,Reco_12,Match_13,Reco_13,Match_14,Reco_14,Match_15,Reco_15,Match_16,Reco_16,Match_17,Reco_17,Match_18,Reco_18,Match_19,Reco_19,Match_20,Reco_20
Hibiki Japanese Harmony,0.8868817920199168,Chivas Regal 12,0.886379619779906,Green Spot,0.8706142995588402,Jameson,0.8696390151183564,Nikka Whisky From The Barrel,0.8536782514968324,Monkey Shoulder,0.846425735369331,Compass Box Asyla,0.8388074310817992,Dalwhinnie 15,0.8376093509865488,Hibiki 17,0.835906640152715,Glenlivet 12,0.8289085267012111,Arran 14,0.824337137849574,Deanston 12,0.8220304564019816,Glenlivet 16 Nadurra,0.8211074775528122,Arran 10,0.8162495012480236,Famous Grouse,0.8136712691304265,Nikka Coffey Grain,0.8091015160845191,Glenmorangie 10 Original,0.8027791977682303,Compass Box Hedonism,0.8012632517732035,Bushmills Black Bush,0.7955081903727674,Balvenie 12 Doublewood,0.7913647295287811,Hakushu 12
Laphroaig An Cuan Mor,0.893411408881368,Ardbeg Ardbog,0.880798538607883,Laphroaig Cairdeas 2014 Amontillado,0.872247347773178,Bruichladdich Port Charlotte PC7 Sin an Doigh Ileach,0.869467894510354,Ardbeg Galileo,0.8660431137129145,Laphroaig PX Cask,0.8618577002212988,Laphroaig Quarter Cask,0.8551886238885257,Laphroaig 10,0.8506067918765909,Laphroaig Cairdeas 2016 Madeira,0.8466224572162181,Lagavulin 16,0.845180514258161,Ledaig 10,0.8436196194656618,Kilchoman Machir Bay,0.8422515026659388,Ardbeg Corryvreckan,0.8351060520264701,Laphroaig 18,0.8295458751822633,Longrow Peated,0.8284922317222168,Talisker 57° North,0.8276158546752583,Laphroaig 15,0.8265586632509728,Talisker 25,0.8265148293835431,Ardbeg 10,0.8260499760652944,Talisker 10,0.8256735723519606,Lagavulin 12
McClelland Islay,0.8438332492953512,Connemara Peated,0.8039329420408152,Laphroaig 10,0.8025140469454757,Ardbeg 10,0.7989370927782515,Finlaggan Old Reserve,0.795676785776489,Caol Ila 12,0.7846572115332926,Kilchoman Machir Bay,0.7775688378172584,Longrow Peated,0.7770733676043644,Bowmore 12,0.7739071783599714,Black Bottle,0.7684339930952552,Bowmore 18,0.7671365125657399,Compass Box Peat Monster,0.7663224740300145,Ledaig 10,0.7649094462990199,Lagavulin 8,0.7643245341498326,Jura Prophecy,0.7608294142645939,Bruichladdich Port Charlotte Scottish Barley,0.7604829729454874,Highland Park 12,0.7590586435141833,Springbank 10,0.7569357752732782,Smokehead,0.7538468784410127,Johnnie Walker Black Label,0.7527962487940909,Lagavulin 16
Ardbeg Dark Cove Committee Release,0.8622701140651923,Kilchoman Sanaig,0.8584891977211644,Highland Park Dark Origins,0.8362822316282054,Ledaig 18,0.831275786705227,Ardbeg Ardbog,0.8309424269168257,Lagavulin 1997 Distillers Edition,0.8299133769939893,Kilchoman Loch Gorm,0.8176279766622978,Laphroaig Lore,0.8120467768527089,Bunnahabhain 18,0.8053612586331698,Springbank 15,0.7925278450671734,Bunnahabhain 12,0.7918135201551009,Bowmore 15 Laimrig,0.7911030170667892,Laphroaig Cairdeas 2014 Amontillado,0.7890938820752482,Ardbeg Uigeadail,0.7841193133497617,Laphroaig Cairdeas 2013 Portwood,0.7818199111168416,Benromach 10,0.7796256440660252,Laphroaig Cairdeas 2015,0.7787951303474048,Bowmore 15 Darkest,0.7732511900590451,Laphroaig PX Cask,0.7728004724012398,Compass Box No Name,0.7667082059297143,Lagavulin 8
Longrow Red 11 Australian Shiraz,0.8825481679958554,Bruichladdich Octomore 7.2,0.8793379918077379,Longrow Red 12 Fresh Pinot Noir Cask,0.8706109206624638,BenRiach 17 Solstice,0.8673881138244515,Longrow Red 13 Malbec,0.8516501462328363,Longrow Red 11 Fresh Port Cask,0.8478217508376029,Laphroaig Cairdeas 2016 Madeira,0.8430614118290267,Laphroaig Cairdeas 2014 Amontillado,0.8415648386029626,Bruichladdich Port Charlotte PC7 Sin an Doigh Ileach,0.8407986299571272,Springbank 15,0.8376708110355727,Ardbeg Ardbog,0.8350165459155923,Bruichladdich Octomore 4.2_167 Comus,0.8332882882771474,Kilchoman Sanaig,0.8327424893182598,Ardbeg Galileo,0.8313028266309115,Amrut Fusion,0.8300693603961466,Laphroaig Cairdeas 2013 Portwood,0.8286066959687461,Longrow Red 11 Cabernet Sauvignon,0.8248582347655189,Bruichladdich Port Charlotte Scottish Barley,0.82289668713969,Laphroaig 18,0.8200278015628241,Bruichladdich Octomore 6.1,0.8193714739916003,Benromach 10
Balvenie Tun 1401 Batch #3,0.8928214283779341,Macallan 18 Sherry,0.8667116283415064,Macallan 15 Fine Oak,0.8641559884600469,Tamdhu 10,0.8603656436021647,Macallan 12 Sherry,0.8559203769664462,Bruichladdich Black Art 2.2,0.8266118650647991,Glenfarclas 17,0.8217556501828808,Glenfarclas 25,0.8217191264075118,Glenfiddich 15,0.8191259115346039,Tobermory 15,0.815126609224333,Glenfarclas 105 Cask Strength,0.8123396335063294,Macallan Rare Cask,0.8065984189433366,Glenfiddich 18,0.8036019397578604,Balvenie 12 Doublewood,0.8034625710736747,Macallan Sherry Cask Strength,0.8034235958257201,GlenDronach 15 Revival,0.7949544684400327,Aberlour 12 Double Cask Matured,0.7943757386218986,Balvenie 15 Single Barrel Sherry Cask,0.7880204773050424,Aberlour 16,0.7849695907364862,Aberlour 12 Non Chill Filtered,0.783723589121224,Glenfarclas 12
Ardbeg An Oa,0.9003028560750003,Bowmore 12,0.8768177721008092,Lagavulin 8,0.8689679184493354,Ardbeg Perpetuum,0.8665721036129461,Compass Box Peat Monster,0.8608783694401568,Laphroaig Cairdeas 2017 Quarter Cask Cask Strength,0.8601688344159297,Kilchoman Sanaig,0.8548416957797105,Ardbeg Corryvreckan,0.8537091113260993,Laphroaig Lore,0.853117584614073,Ardbeg 10,0.8479930919459534,Bruichladdich Port Charlotte Scottish Barley,0.8423044322749733,Highland Park 12,0.8408826437304688,Springbank 10,0.8399909160180931,Ardbeg Uigeadail,0.8393626495837795,Bowmore 18,0.8368985427790867,Laphroaig Cairdeas 2015,0.8355512672051584,Laphroaig Quarter Cask,0.8327066695864386,Talisker 57° North,0.8316695350322617,Longrow Peated,0.8283936132849827,Kilchoman Machir Bay,0.8264782209736445,Bowmore 15 Darkest
Glenfarclas 10,0.8890091293680522,Glenfarclas 12,0.8803795987238692,Glenfarclas 15,0.8708566568701176,Glenfarclas 105 Cask Strength,0.8660010998945301,Glenfarclas 17,0.8605978495482578,Glenfarclas 21,0.8581746908044985,GlenDronach 12 Original,0.854238259267863,Aberlour 12 Double Cask Matured,0.8532603858239849,Aberlour 10,0.8492739307740594,Aberlour 16,0.8491635145975769,Glenfarclas 25,0.8465784168082695,Glenmorangie Lasanta,0.8464143816276491,Glenlivet 18,0.8453402793462864,GlenDronach 15 Revival,0.8420655491595177,Macallan 12 Sherry,0.8409087267017671,Tomatin 12,0.8389925140447395,Macallan 18 Sherry,0.8344873999797026,Dalmore 15,0.8256785515417172,GlenDronach 21 Parliament,0.8197359673529592,Aberlour 12 Non Chill Filtered,0.8192757765457188,Macallan Sherry Cask Strength
Jameson,0.891918612770272,Deanston 12,0.8896810036151224,Compass Box Great King St. Artist's Blend,0.8866310879380221,Monkey Shoulder,0.8759962739213447,Chivas Regal 12,0.874347507742621,Balvenie 15 Single Barrel,0.8717849818723488,Arran 10,0.8713624527265461,Hibiki Japanese Harmony,0.8692035476289931,Green Spot,0.8642612725297873,Dewar's 12,0.8602481007836428,Cutty Sark,0.8474021650757253,Yellow Spot,0.8470150243078447,Glenlivet 16 Nadurra,0.844118644757013,Famous Grouse,0.8441052623317498,Glenlivet 12,0.8425571480241244,Bushmills 10,0.841867467909353,Bushmills Black Bush,0.8359394324171088,Glenmorangie 10 Original,0.8340088544713841,Redbreast 12,0.8338828621857195,Auchentoshan Classic,0.8315982528649345,Johnnie Walker Gold Label
Bruichladdich Octomore 7.2,0.9089010069200102,Bruichladdich Port Charlotte Scottish Barley,0.898843577208267,Bruichladdich Octomore 6.1,0.8963020681348217,Lagavulin 8,0.8912425730712795,Laphroaig Cairdeas 2016 Madeira,0.8908616199594654,Ardbeg Ardbog,0.8844542740965518,Longrow Red 11 Australian Shiraz,0.8821025748937935,Laphroaig 15,0.8792979053613866,Lagavulin 12,0.8769671839660487,Springbank 10,0.8758207216203517,Kilchoman Sanaig,0.8739845027448423,Bunnahabhain Toiteach,0.8717527771734042,BenRiach 10 Curiositas,0.8716805903362879,BenRiach 17 Solstice,0.8704206571429159,Laphroaig Cairdeas 2015,0.8690319757172448,Compass Box Peat Monster,0.8680358434781941,Ardbeg Corryvreckan,0.8677845691949213,Talisker 57° North,0.8625949467971508,Ardbeg Uigeadail,0.8621388456666873,Laphroaig Cairdeas 2014 Amontillado,0.8616875844356939,Laphroaig 18
Old Forester 1920,0.9197667666924693,Blanton's Straight from the Barrel,0.9063285588749296,Michter's 10 Bourbon,0.9050040397777166,Rebel Yell 10 Single Barrel,0.9000037270845254,Elijah Craig Barrel Proof,0.8964824372153228,1792 Full Proof,0.8950328241549833,Henry McKenna 10 Single Barrel,0.8893279024920405,Russell's Reserve Single Barrel Bourbon,0.8865053759777246,Orphan Barrel Barterhouse 20,0.8843254735891014,Colonel E.H. Taylor Small Batch,0.8841256658582934,Colonel E.H. Taylor Barrel Proof,0.8820556510073029,Wild Turkey 101,0.8801333914579199,Elmer T. Lee,0.8775275385346424,Evan Williams White Label Bottled in Bond,0.8770275193566305,Four Roses Single Barrel Limited Edition 2014,0.8759488688270076,Smooth Ambler Old Scout Bourbon 10,0.8753944641187852,Wild Turkey Rare Breed,0.8700342356329083,Old Grand Dad 114,0.8680120275019378,Four Roses Single Barrel,0.8677394848872075,Noah's Mill,0.8674335433783305,Stagg Jr.
Laphroaig Cairdeas 2014 Amontillado,0.9050176120259803,Ardbeg Ardbog,0.8906931110532543,Laphroaig 18,0.8893348898258074,Laphroaig PX Cask,0.8842833259585734,Laphroaig Triplewood,0.8825650542705528,Laphroaig An Cuan Mor,0.8818328656110118,Laphroaig Cairdeas 2015,0.8817424207361859,Laphroaig Cairdeas 2016 Madeira,0.8799920634878573,Lagavulin 12,0.8610805411322399,Bruichladdich Port Charlotte PC7 Sin an Doigh Ileach,0.861000603200285,Springbank 15,0.8590330705368718,Lagavulin 16,0.8586725352149684,Laphroaig Cairdeas 2012 Origin,0.8585277741650169,Laphroaig Lore,0.8545834206266787,Bruichladdich Octomore 6.1,0.8537445685945754,Ardbeg 10,0.8532929480005923,Laphroaig Quarter Cask,0.8526707632389905,Laphroaig Cairdeas 2013 Portwood,0.8514897063173541,Laphroaig 10,0.8507131965058279,Laphroaig 15,0.8500208295625383,Ardbeg Airigh Nam Beist 1990
Macallan 12,0.8514767837540568,Glenmorangie Lasanta,0.849998189469813,Dalmore 15,0.8497296450822573,Glenfarclas 12,0.8340300282838333,Bunnahabhain 14 Pedro Ximenez Finish,0.831830413448837,GlenDronach 12 Original,0.8317418896845763,Macallan Classic Cut 2017,0.8263874152935071,Glengoyne 21,0.823659386835308,Balvenie 15 Single Barrel Sherry Cask,0.8213565835682796,Glenfarclas 17,0.8208038399470232,Macallan Edition No. 2,0.8179317602695388,Glenfarclas 105 Cask Strength,0.8174182187448881,Westland Sherry Wood,0.8111521855450734,Aberlour 12 Non Chill Filtered,0.8069287167193592,Aberlour A'bunadh batch #47,0.7982587016010098,Macallan 12 Double Cask,0.7960247396069338,Highland Park Dark Origins,0.7887295855002194,Kavalan Solist Sherry,0.7875772186488057,GlenDronach 15 Revival,0.7874105543107014,Glenfarclas 15,0.7777228604981818,Glenlivet Nadurra Oloroso
Bruichladdich Scottish Barley The Classic Laddie,0.8505666552096725,Arran 14,0.8482214913342732,Tobermory 10,0.8412194285580035,Oban 14,0.8270394773276059,Glenlivet 12,0.8237007663437023,Arran 10,0.8100767931509427,Glenmorangie 10 Original,0.8006524818521674,Highland Park 12,0.7946633157571888,Cragganmore 12,0.7871249073676156,Old Pulteney 12,0.7867786583654979,Clynelish 14,0.782379017081007,Bruichladdich The Laddie Ten,0.7799890610305629,Glengoyne 10,0.7797721308023071,Dalwhinnie 15,0.7791801086997232,Bunnahabhain 12,0.773446396374385,Glenlivet 16 Nadurra,0.7657996562152453,Springbank 10,0.7562751521030138,Bruichladdich Port Charlotte Scottish Barley,0.750925889354294,AnCnoc 12,0.7448868813516496,Compass Box Peat Monster,0.7375826091625406,Springbank 15
AnCnoc 16,0.887843914959235,BenRiach 12,0.8869558123334158,Glenlivet 16 Nadurra,0.8760847839160344,AnCnoc 12,0.8739607180528802,Balvenie 15 Single Barrel,0.8732981852721216,Arran 10,0.8721074930192645,Clynelish 14,0.8701167258860123,Deanston 12,0.8621867095374938,Arran 14,0.8616562937042386,Monkey Shoulder,0.8600771117674267,Glenmorangie Astar,0.8570747593301749,Auchentoshan Valinch,0.8553825096123766,Balvenie 12 Single Barrel First Fill,0.8466648305990434,Glenlivet 21 Archive,0.8463703488030336,Macallan 15 Fine Oak,0.8410065167142547,Glenfiddich 12,0.8404698338258269,Glenmorangie 18,0.8343877386001011,Glen Garioch 12,0.8315468249214839,Glenlivet 15 French Oak Reserve,0.8303893732096681,Glenfiddich 18,0.8286669726101208,Glenfiddich 15
Bruichladdich Octomore 4.2_167 Comus,0.8938048413109243,Ardbeg Galileo,0.8875054717716169,Bruichladdich Port Charlotte An Turas Mor,0.8796634663259424,Bruichladdich Octomore 6.1,0.871347911330808,Bruichladdich Port Charlotte Scottish Barley,0.8709157665101844,Laphroaig 18,0.868537903484058,Bruichladdich Port Charlotte PC7 Sin an Doigh Ileach,0.8436014093713369,Highland Park 15 Loki,0.8435245406379075,BenRiach 17 Solstice,0.8405681914462397,Bunnahabhain Toiteach,0.8405470551824246,Ardbeg Ardbog,0.8360926752345694,Lagavulin 12,0.8352630612765071,Bruichladdich Port Charlotte The Peat Project,0.8283267639130948,Laphroaig Cairdeas 2013 Portwood,0.821657966761909,Caol Ila 18,0.8209439262297816,Amrut Peated Cask Strength,0.8134814389495465,Lagavulin 8,0.8099814866405561,Lagavulin 16,0.8060269235425076,Laphroaig 15,0.8042537779270996,Finlaggan Old Reserve,0.8026581385313625,Ardbeg Uigeadail
Arran Sauternes Cask Finish,0.8834030174336416,Glenmorangie Nectar D'Or 12,0.8675092730972563,Arran 14,0.8545755246076863,Glenmorangie 18,0.8477096351042606,Glenlivet 12,0.8463153064135673,Arran 10,0.844273488206883,Glenmorangie 10 Original,0.8420335118575732,Glen Garioch 12,0.8366003537040969,Glenlivet 16 Nadurra,0.830957174550257,Glenfarclas 17,0.82548448569185,Glenlivet 18,0.8247109323026727,Glenfiddich 15,0.8242459359999785,Monkey Shoulder,0.8235225785177481,Glenfarclas 12,0.8197704856157622,Old Pulteney 12,0.8161963187145587,Oban 14,0.8112309569246766,Arran Amarone Cask Finish,0.8101795451259934,Glenkinchie 12,0.8063902991942822,Glenmorangie Artein,0.8043508238740168,Tomatin 12,0.8010248009507672,Glenfiddich 18
Laphroaig 15,0.914719234504157,Caol Ila 12,0.9107867362117366,Laphroaig 18,0.897456320964469,Longrow Peated,0.8974146434432986,Kilchoman Machir Bay,0.8947596922712916,Ledaig 10,0.8868153100201447,Lagavulin 8,0.8853958569689488,Finlaggan Old Reserve,0.8849554848305557,Ardbeg Ardbog,0.8846044703307778,Ardbeg Perpetuum,0.8842335993780766,Laphroaig Cairdeas 2015,0.8834065530930855,Bunnahabhain Toiteach,0.8829906298230579,Laphroaig 10,0.8828746508473001,Ardmore Traditional Cask Peated,0.8818419432131375,Lagavulin 16,0.8806622912104309,Compass Box Peat Monster,0.8805188723920432,Ardbeg 10,0.8801123332369234,Lagavulin 12,0.8796967801601969,Laphroaig Lore,0.879036609446428,Ardbeg Corryvreckan,0.8770335306189317,Ardbeg Galileo
Nikka Coffey Grain,0.8541867394771092,Colonel E.H. Taylor Small Batch,0.8411304677432543,Elmer T. Lee,0.8247003155214747,Maker's Mark,0.8175513853397007,Hibiki Japanese Harmony,0.817199237185328,Blanton's Original Single Barrel,0.8134359019442972,Evan Williams Black Label,0.8122114028035989,Nikka Whisky From The Barrel,0.8098558370552793,Jameson,0.8040453748107959,W.L. Weller 12,0.8005100669606262,Woodford Reserve Distiller's Select,0.7984284716400868,Michter's 10 Bourbon,0.7952853197223424,Balvenie 15 Single Barrel,0.7948531196321567,Buffalo Trace,0.7948432028562941,Four Roses Small Batch,0.7901130628741431,Woodford Reserve Double Oaked,0.789065914097723,Glenmorangie Astar,0.7881482610600925,Black Maple Hill,0.7872547658161352,Noah's Mill,0.7870136445801749,Wild Turkey 101,0.7850196943163895,Blanton's Straight from the Barrel
Crown Royal Northern Harvest Rye,0.9159540845716346,Sazerac Rye,0.9106052786954426,Lot No. 40,0.9015560495929851,Michter's Barrel Strength Rye,0.8993764261354457,Michter's 10 Rye,0.8936765424707738,Colonel E.H. Taylor Straight Rye,0.8892868588369158,High West Rendezvous Rye,0.8870499967013336,Collingwood 21,0.8866291654533327,Pikesville Rye,0.8840583819452432,High West Bourye,0.8805080017520025,J.P. Wiser's Dissertation,0.8803237961547434,WhistlePig 10 Straight Rye,0.8795670683347558,Russell's Reserve Single Barrel Rye,0.8780989591639352,Willett Family Estate Rye 3y,0.8730611241060251,High West Son of Bourye,0.8636713523087083,High West Double Rye,0.8598448069574782,Thomas H. Handy 2013,0.859824034002798,Thomas H. Handy 2014,0.8533745911215567,Bulleit Rye,0.8521279219951831,Millstone 100 Rye,0.8478262547898259,Smooth Ambler Old Scout Rye 7
Macallan Select Oak,0.8544381060339974,Macallan Rare Cask,0.8492496436955786,Macallan 12 Double Cask,0.8350204972710393,Macallan 15 Fine Oak,0.8305346298655196,Dalmore 15,0.8293512431347468,Glenmorangie Lasanta,0.8280740170834574,Macallan 10 Fine Oak,0.8239797549509893,Macallan Edition No. 2,0.8115326584459215,Aberlour 10,0.8097920716114883,Glenfiddich 15,0.8050095893059839,Balvenie 17 Doublewood,0.8024924954281731,Auchentoshan Three Wood,0.8019000528005321,GlenDronach 12 Original,0.7981912416086061,Glenfarclas 15,0.7964131133767987,Aberlour 16,0.7936024797818094,Aberlour 12 Double Cask Matured,0.7853798424446421,Glenlivet 18,0.7830078025080521,Balvenie 15 Single Barrel Sherry Cask,0.77796308604301,Macallan 12 Sherry,0.7772698805754902,Tomatin 12,0.7753450171002194,Glenlivet 16 Nadurra
1792 Port Finish,0.8328431284473856,Angel's Envy Bourbon,0.8284926187042905,Blanton's Straight from the Barrel,0.8175078691614309,Colonel E.H. Taylor Small Batch,0.8099837306735462,Elmer T. Lee,0.8058734931857141,Michter's 10 Bourbon,0.8011789624936116,Henry McKenna 10 Single Barrel,0.7922777956033709,Wild Turkey Rare Breed,0.7901950607191495,Elijah Craig 12,0.7880198726525297,High West A Midwinter Nights Dram,0.78621290301836,Old Grand Dad 114,0.7850622482893699,Eagle Rare 10,0.7836158648126252,Alberta Premium Dark Horse,0.7831632611154329,Four Roses Small Batch,0.7820346954299622,Four Roses Single Barrel,0.7783264931732268,Black Maple Hill,0.7782067733086766,Woodford Reserve Double Oaked,0.7777162144804547,Noah's Mill,0.7726667000918204,Angel's Envy Cask Strength,0.772575771450678,Four Roses Small Batch Limited Edition 2013 125th Anniversary,0.7696517592927037,Glenmorangie 12 Quinta Ruban
Compass Box No Name,0.8706023789298015,Bruichladdich Octomore 7.2,0.8655296626282714,Laphroaig Lore,0.864201439423383,Laphroaig Cairdeas 2017 Quarter Cask Cask Strength,0.853094945551929,Lagavulin 8,0.852546995290226,Ledaig 10,0.8474851346237384,Bruichladdich Port Charlotte Scottish Barley,0.8450586214745393,Kilchoman Sanaig,0.8439947904761499,Laphroaig Cairdeas 2015,0.8411561907962468,Springbank 10,0.8384504956146989,Talisker 57° North,0.8336471294674841,Kilchoman Machir Bay,0.8330686274685962,Ardbeg Perpetuum,0.8313108029787448,Kilchoman Loch Gorm,0.8274547717622324,Ardbeg Ardbog,0.8271450331548827,Compass Box Peat Monster,0.8237134483471342,Ardbeg Grooves Committee Release,0.8177004698555002,Laphroaig 15,0.8161699157442784,Bowmore 12,0.8130565980623194,Ledaig 7 /r/Scotch Community Cask,0.8096093970143067,Laphroaig Select
Pappy Van Winkle Family Reserve Bourbon 15,0.9059090685188128,Wild Turkey Rare Breed,0.9001168921946313,W.L. Weller 12,0.8970645071085401,Pappy Van Winkle Family Reserve Bourbon 20,0.8946791507952002,Old Rip Van Winkle 10,0.8897151472738081,George T. Stagg 2013,0.8894494164326711,Blanton's Straight from the Barrel,0.8890893925320351,Van Winkle Special Reserve 12 Lot B,0.8850354805151874,Henry McKenna 10 Single Barrel,0.8841063620355872,Eagle Rare 10,0.8815951406155504,Booker's Bourbon,0.8783107256729633,Elmer T. Lee,0.8766360230884138,George T. Stagg 2012,0.8704433062421835,Elijah Craig 12,0.8701495349307369,Old Weller Antique 107,0.86363687853541,Orphan Barrel Barterhouse 20,0.8597549285795208,William Larue Weller 2013,0.8580570599167979,Pappy Van Winkle Family Reserve Bourbon 23,0.8571946561244483,Noah's Mill,0.8562224567956023,Stagg Jr.,0.856011719555742,Elijah Craig Barrel Proof
Cutty Sark,0.8823743695617003,Dewar's 12,0.8626434587406686,Johnnie Walker Red Label,0.8625055641642606,Famous Grouse,0.8620690407485085,Dewar's White Label,0.8484018994068163,Jameson,0.8482354139911311,J&B Rare,0.8224146920794171,Chivas Regal 12,0.810471384936855,Johnnie Walker Gold Label,0.8065584929079344,Buchanan's 12 De Luxe,0.805263880741727,Compass Box Great King St. Artist's Blend,0.8033168568923132,Johnnie Walker Platinum Label,0.7636730425174991,Pig's Nose,0.7531222303081782,Sheep Dip,0.7480465685154305,Glenlivet 12,0.7477316466421182,Speyburn 10,0.744085593340821,Johnnie Walker Black Label,0.735478103190606,Johnnie Walker Green Label,0.7347281880630983,Arran 10,0.7304212077739283,Glenkinchie 12,0.7293955242706884,Black Bottle
Caol Ila 15 Unpeated,0.8461143023846649,Bruichladdich The Laddie Ten,0.8253222585924981,Clynelish 14,0.8238893488591326,Oban 14,0.8207415856933395,Springbank 10,0.8154384204224325,Old Pulteney 12,0.8124896451304409,Springbank 18,0.8014349319129849,Amrut Fusion,0.8006168543834904,Springbank 15,0.7987044292454888,Amrut Peated Cask Strength,0.7965865724652316,Kilkerran 12,0.7926828659698267,Johnnie Walker Green Label,0.7917753428950098,Benromach 10,0.7812213671235361,Highland Park 18,0.7791221691436823,Talisker 18,0.7743497713229341,Tobermory 10,0.7715808124077701,Dalwhinnie 15,0.7709984199470785,Talisker 25,0.7706385551672494,Arran 14,0.7666622603670101,Bunnahabhain 12,0.7654621968324296,Glenlivet 16 Nadurra
Bunnahabhain 14 Pedro Ximenez Finish,0.8653102550210199,Balvenie 15 Single Barrel Sherry Cask,0.8425125091481634,Bunnahabhain 18,0.8401150288226908,Macallan 12,0.8391949612836158,Amrut Intermediate Sherry,0.83631956038056,Macallan Classic Cut 2017,0.8259489910874926,Macallan Edition No. 2,0.8166944738714104,Glenlivet Nadurra Oloroso,0.812890380611144,GlenDronach 21 Parliament,0.8095631336322587,Bruichladdich Black Art 4.1,0.8067046419093045,Glengoyne 21,0.8025985874029697,GlenDronach 15 Revival,0.7973488884874862,Dalmore 12,0.7938273297924323,Kavalan Solist Sherry,0.7923259912804957,Glengoyne 25,0.7898535601119143,GlenDronach 12 Original,0.7873619524408084,GlenDronach Cask Strength,0.7852300356538224,Aberlour A'bunadh batch #47,0.7840840514277436,Bruichladdich Black Art 3.1,0.7692175027296031,Glenfarclas 105 Cask Strength,0.7577919167199922,Glenfarclas 12
Ardbeg Auriverdes,0.8953173287209009,Ardbeg Perpetuum,0.8867937734507418,Longrow Peated,0.8854100884697154,Laphroaig Lore,0.8784573834982609,Ardbeg Galileo,0.8717964543011731,Caol Ila 12,0.8717185424854009,Laphroaig 18,0.8690104126395962,Ardbeg Ardbog,0.8683599656517021,Ardbeg Airigh Nam Beist 1990,0.865862428282432,Laphroaig 15,0.8658468612126934,Compass Box Peat Monster,0.8586837932681328,Kilchoman Machir Bay,0.858378646622344,Ardbeg Alligator,0.8537726649372195,Lagavulin 16,0.8521498776286371,Ledaig 10,0.8519287923989047,Lagavulin 8,0.8518133619260181,Bowmore 12,0.849017275019456,Finlaggan Old Reserve,0.8474832310486163,Bruichladdich Port Charlotte PC7 Sin an Doigh Ileach,0.8465832113518,Bunnahabhain Toiteach,0.8429878569198004,Balvenie 17 Peated Cask
Wild Turkey 81,0.8893140725104325,Buffalo Trace,0.8744558477687506,Colonel E.H. Taylor Small Batch,0.861262395228184,Woodford Reserve Distiller's Select,0.8566265293461006,Jack Daniel's Single Barrel,0.855518168070674,Maker's Mark,0.8509052902402441,Jim Beam Black 8 Double Aged,0.8363582036031632,George Dickel No. 12,0.8321088637945039,Elijah Craig 12,0.8258232632214998,Bulleit Bourbon,0.8246384252713033,Four Roses Small Batch,0.8232462814774972,Four Roses Yellow Label,0.821357580778792,Wild Turkey 101,0.8191993787437905,Blanton's Original Single Barrel,0.8188106511574564,Evan Williams Black Label,0.7978377172791464,Wild Turkey Rare Breed,0.7908804896940831,Stagg Jr.,0.7887265962415411,Wild Turkey Decades,0.786208067242369,Eagle Rare 10,0.7826784993279077,1792 Small Batch,0.7771186721535392,Booker's Bourbon
Arran 12 Cask Strength,0.8562279664755924,Balvenie 17 Doublewood,0.843157662722789,Glenfiddich 15,0.8400329586287194,Arran 10,0.82862875442662,Macallan 15 Fine Oak,0.8281446258036235,Glenfarclas 15,0.8251436030976854,Monkey Shoulder,0.8129499299284948,Glenfiddich 18,0.8085478424177338,Glen Garioch 12,0.8061294681358565,Glenfarclas 17,0.7998213267301244,Clynelish 14,0.7995392954489957,Balvenie 12 Doublewood,0.7891807225379146,Glenfarclas 12,0.7880142756707962,Balvenie 15 Single Barrel Sherry Cask,0.7877274909453977,Arran 14,0.782366133966221,Glenfarclas 25,0.7779329596226134,Glenmorangie 18,0.7768427929081094,Aberlour 16,0.7755290486521506,Macallan 10 Fine Oak,0.7736292406337781,Bunnahabhain 12,0.7705842805267269,Oban 14
1792 Ridgemont Reserve,0.9033622275992608,Wild Turkey Rare Breed,0.8955844568310686,Woodford Reserve Distiller's Select,0.8912404671676866,Bulleit Bourbon 10,0.8834302078787,Buffalo Trace,0.8824546335373685,Old Forester 86,0.8801005177175467,Knob Creek Rye,0.877215961719525,Blanton's Original Single Barrel,0.8757676572293946,Old Grand Dad 114,0.8741685425922683,Four Roses Small Batch,0.873847720733983,High West Son of Bourye,0.8704167270610587,Four Roses Single Barrel,0.8669118693719122,Bulleit Bourbon,0.8650813311320451,Russell's Reserve Single Barrel Bourbon,0.8610777687509419,Four Roses Single Barrel Private Selection OBSK,0.8544319914965867,Colonel E.H. Taylor Small Batch,0.8488945333003454,Elmer T. Lee,0.839156651355902,Four Roses Single Barrel Private Selection OBSQ,0.8337753079646477,Four Roses Small Batch Limited Edition 2013 125th Anniversary,0.8284798079073288,Rittenhouse Rye 100,0.8272013908946934,Willett Family Estate Rye 4y
